word,V/C Ratio,S-Score,ULetters
hoghs,0.25,12,4
walls,0.25,8,4
comma,0.67,11,4
titas,0.67,5,4
mache,0.67,12,5
trace,0.67,7,5
crine,0.67,7,5
coles,0.67,7,5
spard,0.25,8,5
hoked,0.67,13,5
eisel,1.5,5,4
pooay,1.5,10,4
rider,0.67,6,4
haldi,0.67,9,5
algas,0.67,6,4
tempi,0.67,9,5
absey,0.67,10,5
ancho,0.67,10,5
fetas,0.67,8,5
gojis,0.67,13,5
cleve,0.67,10,4
lohan,0.67,8,5
tasks,0.25,9,4
sedes,0.67,6,3
chang,0.25,11,5
pikul,0.67,11,5
roins,0.67,5,5
vatic,0.67,10,5
reast,0.67,5,5
catty,0.25,10,4
rafee,1.5,8,4
laika,1.5,9,4
soums,0.67,7,4
whiss,0.25,11,4
mayas,0.67,10,4
peple,0.67,9,3
kyack,0.25,18,4
pujah,0.67,17,5
percs,0.25,9,5
nexal,0.67,12,5
lochy,0.25,13,5
fordo,0.67,9,4
boyey,0.67,13,4
crumb,0.25,11,5
glums,0.25,8,5
demit,0.67,8,5
wanle,0.67,8,5
quate,1.5,14,5
amins,0.67,7,5
stuff,0.25,11,4
booty,0.67,10,4
spook,0.67,11,4
shool,0.67,8,4
sluit,0.67,5,5
manoa,1.5,7,4
antar,0.67,5,4
karat,0.67,9,4
nalla,0.67,5,3
chimp,0.25,14,5
frowy,0.25,14,5
buoys,0.67,10,5
kissy,0.25,12,4
furos,0.67,8,5
tenia,1.5,5,5
zloty,0.25,17,5
blear,0.67,7,5
kotow,0.67,12,4
sweed,0.67,9,4
oinks,0.67,9,5
midgy,0.25,12,5
unsub,0.67,7,4
golpe,0.67,8,5
lades,0.67,6,5
graph,0.25,11,5
minor,0.67,7,5
agbas,0.67,8,4
celom,0.67,9,5
wands,0.25,9,5
gonif,0.67,9,5
grime,0.67,8,5
mbuga,0.67,10,5
dozen,0.67,15,5
clunk,0.25,11,5
firth,0.25,11,5
kurus,0.67,9,4
meane,1.5,7,4
fenny,0.25,11,4
jaspe,0.67,14,5
golds,0.25,7,5
latex,0.67,12,5
diazo,1.5,15,5
brash,0.25,10,5
ahigh,0.67,12,4
pinot,0.67,7,5
pioye,1.5,10,5
swipe,0.67,10,5
flexi,0.67,15,5
buats,0.67,7,5
pamby,0.25,14,5
salut,0.67,5,5
humus,0.67,10,4
oleyl,0.67,8,4
kohen,0.67,12,5
deems,0.67,8,4
padou,1.5,8,5
colin,0.67,7,5
lepra,0.67,7,5
yorga,0.67,9,5
rokey,0.67,12,5
onces,0.67,7,5
weets,0.67,8,4
caput,0.67,9,5
pilae,1.5,7,5
yenta,0.67,8,5
ancon,0.67,7,4
belly,0.25,10,4
ripen,0.67,7,5
raake,1.5,9,4
palis,0.67,7,5
treed,0.67,6,4
boygs,0.25,11,5
slart,0.25,5,5
scuzz,0.25,25,4
tenno,0.67,5,4
aggie,1.5,7,4
kooks,0.67,13,3
petti,0.67,7,4
weeks,0.67,12,4
aided,1.5,7,4
hypos,0.25,13,5
imago,1.5,8,5
ameba,1.5,9,4
pager,0.67,8,5
award,0.67,9,4
scute,0.67,7,5
cippi,0.67,11,3
asdic,0.67,8,5
brins,0.25,7,5
meson,0.67,7,5
sunny,0.25,8,4
pyots,0.25,10,5
babby,0.25,14,3
ditts,0.25,6,4
spaul,0.67,7,5
patel,0.67,7,5
ching,0.25,11,5
loams,0.67,7,5
styed,0.25,9,5
nante,0.67,5,4
slipe,0.67,7,5
grese,0.67,6,4
wythe,0.25,14,5
heles,0.67,8,4
nummy,0.25,12,4
ketch,0.25,14,5
hoast,0.67,8,5
chump,0.25,14,5
dixie,1.5,13,4
idles,0.67,6,5
vodka,0.67,13,5
fermi,0.67,10,5
maize,1.5,16,5
aimed,1.5,8,5
azons,0.67,14,5
kamme,0.67,13,4
moits,0.67,7,5
exeem,1.5,14,3
goral,0.67,6,5
melch,0.25,12,5
shuck,0.25,14,5
taluk,0.67,9,5
pawls,0.25,10,5
gajos,0.67,13,5
ghaut,0.67,9,5
guile,1.5,6,5
gleys,0.25,9,5
jukus,0.67,16,4
gluon,0.67,6,5
manly,0.25,10,5
walty,0.25,11,5
yiked,0.67,13,5
corby,0.25,12,5
zaire,1.5,14,5
chary,0.25,13,5
arrah,0.67,8,3
droog,0.67,7,4
subby,0.25,12,4
ragde,0.67,7,5
ponds,0.25,8,5
oseys,0.67,8,4
grass,0.25,6,4
gurdy,0.25,10,5
aixes,1.5,12,5
marma,0.67,9,3
crimp,0.25,11,5
gassy,0.25,9,4
bronc,0.25,9,5
coopt,0.67,9,4
glibs,0.25,8,5
toman,0.67,7,5
dimps,0.25,10,5
vaids,0.67,9,5
liken,0.67,9,5
blowy,0.25,13,5
sware,0.67,8,5
print,0.25,7,5
yourt,0.67,8,5
unite,1.5,5,5
tadah,0.67,9,4
coria,1.5,7,5
whamo,0.67,13,5
teene,1.5,5,3
gormy,0.25,11,5
urvas,0.67,8,5
izzat,0.67,23,4
gyans,0.25,9,5
syens,0.25,8,4
fidos,0.67,9,5
strap,0.25,7,5
rebar,0.67,7,4
chile,0.67,10,5
rifer,0.67,8,4
urase,1.5,5,5
hings,0.25,9,5
major,0.67,14,5
rabid,0.67,8,5
tauon,1.5,5,5
ontic,0.67,7,5
garms,0.25,8,5
bombe,0.67,11,4
firni,0.67,8,4
germy,0.25,11,5
tunny,0.25,8,4
baboo,1.5,9,3
tulle,0.67,5,4
rendu,0.67,6,5
brule,0.67,7,5
oidia,4.0,6,4
dorse,0.67,6,5
apian,1.5,7,4
dabba,0.67,10,3
jumby,0.25,19,5
zobos,0.67,16,4
akoja,1.5,16,4
mated,0.67,8,5
waney,0.67,11,5
maaed,1.5,8,4
frank,0.25,12,5
flute,0.67,8,5
dryad,0.25,10,4
jupon,0.67,14,5
gyals,0.25,9,5
rurps,0.25,7,4
lovat,0.67,8,5
extol,0.67,12,5
sheol,0.67,8,5
wrate,0.67,8,5
afizz,0.67,26,4
septs,0.25,7,4
brede,0.67,8,4
chemo,0.67,12,5
vieux,1.5,15,5
sores,0.67,5,4
noxas,0.67,12,5
trock,0.25,11,5
nerts,0.25,5,5
misto,0.67,7,5
local,0.67,7,4
yourn,0.67,8,5
klong,0.25,10,5
missa,0.67,7,4
sukuk,0.67,13,3
peine,1.5,7,4
cabas,0.67,9,4
vardy,0.25,12,5
issei,1.5,5,3
boric,0.67,9,5
aleph,0.67,10,5
husky,0.25,15,5
hoven,0.67,11,5
aiery,1.5,8,5
apses,0.67,7,4
wharf,0.25,14,5
addas,0.67,7,3
assay,0.67,8,3
plast,0.25,7,5
succi,0.67,9,4
tales,0.67,5,5
datum,0.67,8,5
ulmin,0.67,7,5
eusol,1.5,5,5
grief,0.67,9,5
prong,0.25,8,5
whaps,0.25,13,5
vocal,0.67,10,5
vower,0.67,11,5
nides,0.67,6,5
rebus,0.67,7,5
brows,0.25,10,5
scath,0.25,10,5
scabs,0.25,9,4
rozes,0.67,14,5
blunt,0.25,7,5
adbot,0.67,8,5
myons,0.25,10,5
rally,0.25,8,4
eyers,0.67,8,4
fille,0.67,8,4
frist,0.25,8,5
zimbs,0.25,18,5
aymag,0.67,11,4
leeks,0.67,9,4
judas,0.67,13,5
flirs,0.25,8,5
prunt,0.25,7,5
inorb,0.67,7,5
fyked,0.25,16,5
dicto,0.67,8,5
chili,0.67,10,4
spial,0.67,7,5
lisks,0.25,9,4
earth,0.67,8,5
scone,0.67,7,5
bemud,0.67,10,5
tosas,0.67,5,4
tribe,0.67,7,5
daynt,0.25,9,5
cohab,0.67,12,5
preop,0.67,9,4
oware,1.5,8,5
atilt,0.67,5,4
shrow,0.25,11,5
glass,0.25,6,4
pavvy,0.25,16,4
raved,0.67,9,5
mindi,0.67,8,4
ochre,0.67,10,5
poley,0.67,10,5
deave,1.5,9,4
umpie,1.5,9,5
ranch,0.25,10,5
clair,0.67,7,5
fugus,0.67,9,4
bunny,0.25,10,4
tarps,0.25,7,5
doomy,0.67,11,4
rexes,0.67,12,4
vroom,0.67,10,4
lauan,1.5,5,4
aster,0.67,5,5
meets,0.67,7,4
blini,0.67,7,4
pavan,0.67,10,4
stull,0.25,5,4
flimp,0.25,12,5
mirks,0.25,11,5
shola,0.67,8,5
passe,0.67,7,4
skart,0.25,9,5
gazar,0.67,15,4
trefa,0.67,8,5
teind,0.67,6,5
widdy,0.25,13,4
dinos,0.67,6,5
cline,0.67,7,5
toked,0.67,10,5
cubic,0.67,11,4
touch,0.67,10,5
steys,0.25,8,4
lazos,0.67,14,5
samey,0.67,10,5
chino,0.67,10,5
rajah,0.67,15,4
lycee,0.67,10,4
popia,1.5,9,4
shaws,0.25,11,4
sates,0.67,5,4
other,0.67,8,5
duchy,0.25,14,5
moove,1.5,10,4
orcas,0.67,7,5
point,0.67,7,5
beaus,1.5,7,5
vigor,0.67,9,5
scaud,0.67,8,5
girls,0.25,6,5
gigas,0.67,7,4
folly,0.25,11,4
rumpy,0.25,12,5
gaols,0.67,6,5
motis,0.67,7,5
sauch,0.67,10,5
salud,0.67,6,5
pents,0.25,7,5
vozhd,0.25,21,5
obbos,0.67,9,3
hokas,0.67,12,5
kombi,0.67,13,5
bokeh,0.67,14,5
laics,0.67,7,5
namaz,0.67,16,4
slain,0.67,5,5
teets,0.67,5,3
force,0.67,10,5
phies,0.67,10,5
genic,0.67,8,5
inver,0.67,8,5
tachi,0.67,10,5
argus,0.67,6,5
prick,0.25,13,5
users,0.67,5,4
bluff,0.25,13,4
hecks,0.25,14,5
bewdy,0.25,14,5
silds,0.25,6,4
vivat,0.67,11,4
knowe,0.67,12,5
besaw,0.67,10,5
muons,0.67,7,5
noils,0.67,5,5
buiks,0.67,11,5
krait,0.67,9,5
green,0.67,6,4
dooky,0.67,13,4
yeeds,0.67,9,4
gings,0.25,7,4
kalis,0.67,9,5
chugs,0.25,11,5
soras,0.67,5,4
buyin,0.67,10,5
silks,0.25,9,4
serer,0.67,5,3
mercs,0.25,9,5
arses,0.67,5,4
limbo,0.67,9,5
moufs,0.67,10,5
carta,0.67,7,4
venin,0.67,8,4
crudo,0.67,8,5
stoit,0.67,5,4
cynic,0.25,12,4
rhabd,0.25,11,5
kaphs,0.25,14,5
arsed,0.67,6,5
noois,1.5,5,4
flier,0.67,8,5
ylkes,0.25,12,5
firie,1.5,8,4
thowl,0.25,11,5
virtu,0.67,8,5
tules,0.67,5,5
silva,0.67,8,5
trest,0.25,5,4
krill,0.25,9,4
houri,1.5,8,5
lezes,0.67,14,4
infra,0.67,8,5
honda,0.67,9,5
ansae,1.5,5,4
nicol,0.67,7,5
unkey,0.67,12,5
stims,0.25,7,4
trapt,0.25,7,4
abbot,0.67,9,4
pelch,0.25,12,5
greed,0.67,7,4
fault,0.67,8,5
jolie,1.5,12,5
axial,1.5,12,4
estoc,0.67,7,5
misls,0.25,7,4
norma,0.67,7,5
pleep,0.67,9,3
moire,1.5,7,5
kudzu,0.67,19,4
goose,1.5,6,4
flamy,0.25,13,5
gayal,0.67,9,4
gamba,0.67,10,4
urped,0.67,8,5
sybil,0.25,10,5
goxes,0.67,13,5
wives,0.67,11,5
muruk,0.67,11,4
often,0.67,8,5
welsh,0.25,11,5
poste,0.67,7,5
bisom,0.67,9,5
walie,1.5,8,5
tuber,0.67,7,5
doura,1.5,6,5
reerd,0.67,6,3
baons,0.67,7,5
rubin,0.67,7,5
relic,0.67,7,5
towzy,0.25,20,5
tinea,1.5,5,5
after,0.67,8,5
volva,0.67,11,4
egger,0.67,7,3
dungy,0.25,10,5
shone,0.67,8,5
haugo,1.5,9,5
zitty,0.25,17,4
yummo,0.67,12,4
caups,0.67,9,5
margo,0.67,8,5
lanas,0.67,5,4
tinds,0.25,6,5
fabbo,0.67,12,4
blanc,0.25,9,5
quilt,0.67,14,5
pekoe,1.5,11,4
napas,0.67,7,4
chaft,0.25,13,5
fique,1.5,17,5
milly,0.25,10,4
sigma,0.67,8,5
shmek,0.25,14,5
rumly,0.25,10,5
umbra,0.67,9,5
ovary,0.67,11,5
foley,0.67,11,5
nitid,0.67,6,4
nyong,0.25,9,4
ogled,0.67,7,5
tewed,0.67,9,4
bytes,0.25,10,5
litie,1.5,5,4
auger,1.5,6,5
cimar,0.67,9,5
seiza,1.5,14,5
tamps,0.25,9,5
bruit,0.67,7,5
tough,0.67,9,5
kopek,0.67,15,4
algae,1.5,6,4
rioja,1.5,12,5
deare,1.5,6,4
plips,0.25,9,4
rheas,0.67,8,5
proot,0.67,7,4
lolog,0.67,6,3
denet,0.67,6,4
hames,0.67,10,5
drubs,0.25,8,5
saute,1.5,5,5
swoon,0.67,8,4
fogle,0.67,9,5
tidal,0.67,6,5
deals,0.67,6,5
haler,0.67,8,5
aglet,0.67,6,5
segas,0.67,6,4
seric,0.67,7,5
neifs,0.67,8,5
dynel,0.25,9,5
oldie,1.5,6,5
feoff,0.67,14,3
ustad,0.67,6,5
hance,0.67,10,5
pixie,1.5,14,4
netop,0.67,7,5
raupo,1.5,7,5
keets,0.67,9,4
fusty,0.25,11,5
biked,0.67,12,5
buroo,1.5,7,4
mozes,0.67,16,5
paolo,1.5,7,4
phoca,0.67,12,5
dykey,0.25,16,4
ksars,0.25,9,4
rejon,0.67,12,5
dinks,0.25,10,5
egmas,0.67,8,5
nital,0.67,5,5
kilns,0.25,9,5
malas,0.67,7,4
hopak,0.67,14,5
pacai,1.5,9,4
kreef,0.67,12,4
lunch,0.25,10,5
kilps,0.25,11,5
losed,0.67,6,5
etwee,1.5,8,3
tenne,0.67,5,3
texta,0.67,12,4
wench,0.25,13,5
pects,0.25,9,5
mazey,0.67,19,5
spork,0.25,11,5
hatha,0.67,11,3
cotes,0.67,7,5
poncy,0.25,12,5
while,0.67,11,5
ozone,1.5,14,4
bantu,0.67,7,5
salol,0.67,5,4
remit,0.67,7,5
lippy,0.25,12,4
cocus,0.67,9,4
urbex,0.67,14,5
purls,0.25,7,5
saeta,1.5,5,4
linch,0.25,10,5
plock,0.25,13,5
levis,0.67,8,5
slant,0.25,5,5
murti,0.67,7,5
fades,0.67,9,5
found,0.67,9,5
hakam,0.67,14,4
buses,0.67,7,4
gogga,0.67,8,3
fouet,1.5,8,5
silky,0.25,12,5
bigha,0.67,11,5
begem,0.67,10,4
lease,1.5,5,4
spire,0.67,7,5
binds,0.25,8,5
sampi,0.67,9,5
pyres,0.25,10,5
newel,0.67,8,4
baghs,0.25,11,5
rudis,0.67,6,5
niefs,0.67,8,5
donne,0.67,6,4
howto,0.67,11,4
yucky,0.25,17,4
ummed,0.67,10,4
domal,0.67,8,5
essay,0.67,8,4
nujol,0.67,12,5
limba,0.67,9,5
blain,0.67,7,5
kbars,0.25,11,5
boets,0.67,7,5
lotta,0.67,5,4
diker,0.67,10,5
aloes,1.5,5,5
felch,0.25,13,5
aggry,0.25,10,4
kutus,0.67,9,4
amuck,0.67,13,5
smeik,0.67,11,5
herns,0.25,8,5
witch,0.25,13,5
yaird,0.67,9,5
pryse,0.25,10,5
munch,0.25,12,5
finos,0.67,8,5
molas,0.67,7,5
dolee,1.5,6,4
rubor,0.67,7,4
zonae,1.5,14,5
boyed,0.67,11,5
novas,0.67,8,5
kheth,0.25,15,4
fudge,0.67,10,5
wodge,0.67,10,5
aflap,0.67,10,4
guyle,0.67,9,5
arepa,1.5,7,4
hault,0.67,8,5
stobs,0.25,7,4
faxed,0.67,16,5
cento,0.67,7,5
avail,1.5,8,4
usnic,0.67,7,5
songs,0.25,6,4
akela,1.5,9,4
fiere,1.5,8,4
rouge,1.5,6,5
yupon,0.67,10,5
lanai,1.5,5,4
misky,0.25,14,5
spake,0.67,11,5
files,0.67,8,5
youse,1.5,8,5
rownd,0.25,9,5
shoon,0.67,8,4
prill,0.25,7,4
spats,0.25,7,4
judos,0.67,13,5
texas,0.67,12,5
codon,0.67,8,4
amain,1.5,7,4
makie,1.5,11,5
khoja,0.67,19,5
dibbs,0.25,10,4
halms,0.25,10,5
shawl,0.25,11,5
herma,0.67,10,5
fiars,0.67,8,5
ruggy,0.25,10,4
slugs,0.25,6,4
bleah,0.67,10,5
aiver,1.5,8,5
zarda,0.67,15,4
order,0.67,6,4
monad,0.67,8,5
dongs,0.25,7,5
vatos,0.67,8,5
birze,0.67,16,5
aller,0.67,5,4
iring,0.67,6,4
muhly,0.25,13,5
sheaf,0.67,11,5
fluey,0.67,11,5
hopes,0.67,10,5
selah,0.67,8,5
heben,0.67,10,4
agidi,1.5,7,4
limps,0.25,9,5
aliya,1.5,8,4
tugra,0.67,6,5
neele,1.5,5,3
yoops,0.67,10,4
trogs,0.25,6,5
terse,0.67,5,4
delve,0.67,9,4
shonk,0.25,12,5
plica,0.67,9,5
chogs,0.25,11,5
mgals,0.25,8,5
caber,0.67,9,5
srsly,0.0,8,4
donas,0.67,6,5
huffs,0.25,14,4
twang,0.25,9,5
putty,0.25,10,4
posho,0.67,10,4
combs,0.25,11,5
marvy,0.25,13,5
mynah,0.25,13,5
rebut,0.67,7,5
porgy,0.25,11,5
pommy,0.25,14,4
dhobi,0.67,11,5
ylide,0.67,9,5
neats,0.67,5,5
valet,0.67,8,5
spail,0.67,7,5
lager,0.67,6,5
drook,0.67,10,4
cesta,0.67,7,5
pesty,0.25,10,5
haiku,1.5,12,5
ferms,0.25,10,5
ryked,0.25,13,5
artis,0.67,5,5
vines,0.67,8,5
sling,0.25,6,5
tract,0.25,7,4
pendu,0.67,8,5
corbe,0.67,9,5
zayin,0.67,17,5
bimah,0.67,12,5
shits,0.25,8,4
legal,0.67,6,4
padma,0.67,10,4
kluge,0.67,10,5
gurus,0.67,6,4
plaga,0.67,8,4
cases,0.67,7,4
jefes,0.67,15,4
hamza,0.67,19,4
tacan,0.67,7,4
dreed,0.67,7,3
regot,0.67,6,5
mases,0.67,7,4
eaver,1.5,8,4
ecole,1.5,7,4
hired,0.67,9,5
astun,0.67,5,5
skatt,0.25,9,4
teths,0.25,8,4
cites,0.67,7,5
xylyl,0.0,18,3
stabs,0.25,7,4
depot,0.67,8,5
minos,0.67,7,5
sheik,0.67,12,5
grein,0.67,6,5
araba,1.5,7,3
teffs,0.25,11,4
trigo,0.67,6,5
lyase,0.67,8,5
demes,0.67,8,4
mobie,1.5,9,5
asura,1.5,5,4
rowie,1.5,8,5
dunes,0.67,6,5
hilsa,0.67,8,5
spall,0.25,7,4
loons,0.67,5,4
laced,0.67,8,5
oundy,0.67,9,5
roses,0.67,5,4
wongi,0.67,9,5
pakua,1.5,11,4
liefs,0.67,8,5
lehua,1.5,8,5
ajies,1.5,12,5
tabid,0.67,8,5
nolls,0.25,5,4
grype,0.25,11,5
deans,0.67,6,5
nagar,0.67,6,4
leaks,0.67,9,5
hadji,0.67,16,5
awner,0.67,8,5
babas,0.67,9,3
rocky,0.25,14,5
funds,0.25,9,5
bonza,0.67,16,5
skied,0.67,10,5
esile,1.5,5,4
ville,0.67,8,4
begar,0.67,8,5
lathi,0.67,8,5
zlote,0.67,14,5
zimbi,0.67,18,4
ghazi,0.67,18,5
forbs,0.25,10,5
malky,0.25,14,5
tosed,0.67,6,5
ginga,0.67,7,4
ebook,1.5,11,4
flamm,0.25,12,4
siens,0.67,5,4
semee,1.5,7,3
daiko,1.5,10,5
spate,0.67,7,5
pechs,0.25,12,5
wowse,0.67,11,4
khadi,0.67,13,5
seans,0.67,5,4
powns,0.25,10,5
birch,0.25,12,5
mixen,0.67,14,5
filum,0.67,10,5
vygie,0.67,12,5
wring,0.25,9,5
molly,0.25,10,4
lefte,0.67,8,4
schwa,0.25,13,5
gnash,0.25,9,5
pujas,0.67,14,5
villi,0.67,8,3
cobot,0.67,9,4
forth,0.25,11,5
gooky,0.67,13,4
goray,0.67,9,5
urges,0.67,6,5
chops,0.25,12,5
frees,0.67,8,4
gilds,0.25,7,5
block,0.25,13,5
pouks,0.67,11,5
pokal,0.67,11,5
lulls,0.25,5,3
cupro,0.67,9,5
kopje,0.67,18,5
incur,0.67,7,5
chibs,0.25,12,5
goers,0.67,6,5
nulla,0.67,5,4
harks,0.25,12,5
gobbi,0.67,10,4
redif,0.67,9,5
lobes,0.67,7,5
hilts,0.25,8,5
cagot,0.67,8,5
games,0.67,8,5
beast,0.67,7,5
snare,0.67,5,5
malax,0.67,14,4
juked,0.67,17,5
mucor,0.67,9,5
narre,0.67,5,4
reins,0.67,5,5
dioch,0.67,11,5
khaph,0.25,17,4
knife,0.67,12,5
scind,0.25,8,5
porer,0.67,7,4
rates,0.67,5,5
pills,0.25,7,4
razee,1.5,14,4
lezza,0.67,23,4
sperm,0.25,9,5
najib,0.67,14,5
yaups,0.67,10,5
baisa,1.5,7,4
xenic,0.67,14,5
bomas,0.67,9,5
torsi,0.67,5,5
wears,0.67,8,5
skrik,0.25,13,4
yolks,0.25,12,5
petar,0.67,7,5
clays,0.25,10,5
penie,1.5,7,4
kapok,0.67,15,4
divan,0.67,9,5
steep,0.67,7,4
gibus,0.67,8,5
ranas,0.67,5,4
airts,0.67,5,5
yealm,0.67,10,5
snary,0.25,8,5
orful,0.67,8,5
furan,0.67,8,5
thiol,0.67,8,5
demon,0.67,8,5
sista,0.67,5,4
cavus,0.67,10,5
stuck,0.25,11,5
skite,0.67,9,5
larnt,0.25,5,5
whack,0.25,17,5
mewls,0.25,10,5
libri,0.67,7,4
hoyle,0.67,11,5
inspo,0.67,7,5
tangs,0.25,6,5
audad,1.5,7,3
broom,0.67,9,4
feods,0.67,9,5
cruds,0.25,8,5
arcos,0.67,7,5
nirly,0.25,8,5
yelps,0.25,10,5
plyer,0.25,10,5
yokan,0.67,12,5
spait,0.67,7,5
lites,0.67,5,5
puppy,0.25,14,3
vigas,0.67,9,5
pudic,0.67,10,5
massa,0.67,7,3
ligan,0.67,6,5
dadla,0.67,7,3
ratus,0.67,5,5
peely,0.67,10,4
hotte,0.67,8,4
regos,0.67,6,5
teach,0.67,10,5
willy,0.25,11,4
gappy,0.25,13,4
pyets,0.25,10,5
nyssa,0.25,8,4
croup,0.67,9,5
whaup,0.67,13,5
aitch,0.67,10,5
optic,0.67,9,5
dirks,0.25,10,5
oaked,1.5,10,5
leafs,0.67,8,5
offie,1.5,11,4
putts,0.25,7,4
hooka,1.5,12,4
quern,0.67,14,5
dints,0.25,6,5
elsin,0.67,5,5
dooce,1.5,8,4
rimus,0.67,7,5
vibex,0.67,17,5
audax,1.5,13,4
vimen,0.67,10,5
fones,0.67,8,5
rithe,0.67,8,5
pride,0.67,8,5
dadis,0.67,7,4
guilt,0.67,6,5
yages,0.67,9,5
tocos,0.67,7,4
quims,0.67,16,5
snogs,0.25,6,4
fytte,0.25,11,4
leave,1.5,8,4
smoky,0.25,14,5
corks,0.25,11,5
peggy,0.25,12,4
porns,0.25,7,5
gloom,0.67,8,4
duros,0.67,6,5
dyers,0.25,9,5
haily,0.67,11,5
dicky,0.25,15,5
dorsa,0.67,6,5
busby,0.25,12,4
poyse,0.67,10,5
boofy,0.67,13,4
artel,0.67,5,5
kaput,0.67,11,5
swamy,0.25,13,5
those,0.67,8,5
mould,0.67,8,5
miler,0.67,7,5
kaiak,1.5,13,3
balls,0.25,7,4
moree,1.5,7,4
hyper,0.25,13,5
oozes,1.5,14,4
hipes,0.67,10,5
pasta,0.67,7,4
cwtch,0.0,15,4
riled,0.67,6,5
rompu,0.67,9,5
sclim,0.25,9,5
sodom,0.67,8,4
adhoc,0.67,11,5
pittu,0.67,7,4
breer,0.67,7,3
heros,0.67,8,5
agave,1.5,9,4
kolos,0.67,9,4
waulk,0.67,12,5
reels,0.67,5,4
yawls,0.25,11,5
mormo,0.67,9,3
maids,0.67,8,5
bonum,0.67,9,5
forts,0.25,8,5
viers,0.67,8,5
cryne,0.25,10,5
frack,0.25,14,5
deist,0.67,6,5
sowed,0.67,9,5
matty,0.25,10,4
harls,0.25,8,5
owche,0.67,13,5
solos,0.67,5,3
robed,0.67,8,5
scuds,0.25,8,4
lilac,0.67,7,4
sprue,0.67,7,5
clour,0.67,7,5
ulvas,0.67,8,5
wowee,1.5,11,3
hoxes,0.67,15,5
scows,0.25,10,4
scand,0.25,8,5
glaum,0.67,8,5
tweep,0.67,10,4
jaxie,1.5,19,5
pahos,0.67,10,5
galls,0.25,6,4
boree,1.5,7,4
blent,0.25,7,5
calid,0.67,8,5
clame,0.67,9,5
waver,0.67,11,5
heist,0.67,8,5
sield,0.67,6,5
mulie,1.5,7,5
canna,0.67,7,3
ptype,0.25,12,4
older,0.67,6,5
flare,0.67,8,5
gayer,0.67,9,5
nkosi,0.67,9,5
lenes,0.67,5,4
potro,0.67,7,4
mmkay,0.25,16,4
koans,0.67,9,5
lured,0.67,6,5
lurid,0.67,6,5
droit,0.67,6,5
barfi,0.67,10,5
kales,0.67,9,5
omers,0.67,7,5
ganev,0.67,9,5
daych,0.25,14,5
troak,0.67,9,5
parvo,0.67,10,5
buena,1.5,7,5
vinal,0.67,8,5
ovist,0.67,8,5
matza,0.67,16,4
loggy,0.25,10,4
wuses,0.67,8,4
larfs,0.25,8,5
mezze,0.67,25,3
targe,0.67,6,5
shere,0.67,8,4
ascus,0.67,7,4
kraut,0.67,9,5
isles,0.67,5,4
stang,0.25,6,5
campi,0.67,11,5
twoer,0.67,8,5
every,0.67,11,4
stupa,0.67,7,5
items,0.67,7,5
puyas,0.67,10,5
pooka,1.5,11,4
zones,0.67,14,5
kumys,0.25,14,5
yogis,0.67,9,5
shows,0.25,11,4
bines,0.67,7,5
laude,1.5,6,5
jells,0.25,12,4
meles,0.67,7,4
thoro,0.67,8,4
tards,0.25,6,5
colon,0.67,7,4
recte,0.67,7,4
radif,0.67,9,5
oches,0.67,10,5
gyved,0.25,13,5
mebos,0.67,9,5
sumac,0.67,9,5
bedim,0.67,10,5
foule,1.5,8,5
umble,0.67,9,5
twist,0.25,8,4
forza,0.67,17,5
abeat,1.5,7,4
conia,1.5,7,5
basas,0.67,7,3
pelas,0.67,7,5
phang,0.25,11,5
antra,0.67,5,4
cunts,0.25,7,5
truly,0.25,8,5
yitie,1.5,8,4
rubus,0.67,7,4
bivia,1.5,10,4
mooks,0.67,11,4
wants,0.25,8,5
honor,0.67,8,4
kuias,1.5,9,5
pyran,0.25,10,5
jaunt,0.67,12,5
octic,0.67,9,4
clags,0.25,8,5
tawts,0.25,8,4
mossy,0.25,10,4
claps,0.25,9,5
march,0.25,12,5
timps,0.25,9,5
bowes,0.67,10,5
lidos,0.67,6,5
bantz,0.25,16,5
minty,0.25,10,5
coses,0.67,7,4
wecht,0.25,13,5
lures,0.67,5,5
wawes,0.67,11,4
soppy,0.25,12,4
beted,0.67,8,4
perls,0.25,7,5
sabos,0.67,7,4
cylix,0.25,17,5
wield,0.67,9,5
ozzie,1.5,23,4
rasas,0.67,5,3
growl,0.25,9,5
derry,0.25,9,4
foist,0.67,8,5
uprun,0.67,7,4
rebec,0.67,9,4
kydst,0.0,13,5
prang,0.25,8,5
finny,0.25,11,4
tilts,0.25,5,4
mauby,0.67,12,5
gawcy,0.25,14,5
poupe,1.5,9,4
shogi,0.67,9,5
dazed,0.67,16,4
cauda,1.5,8,4
trass,0.25,5,4
julep,0.67,14,5
flogs,0.25,9,5
parse,0.67,7,5
bravi,0.67,10,5
taigs,0.67,6,5
amens,0.67,7,5
bakes,0.67,11,5
rewet,0.67,8,4
repin,0.67,7,5
terne,0.67,5,4
adeem,1.5,8,4
sudan,0.67,6,5
massy,0.25,10,4
gleam,0.67,8,5
prude,0.67,8,5
duffs,0.25,12,4
topoi,1.5,7,4
adred,0.67,7,4
amias,1.5,7,4
morah,0.67,10,5
perve,0.67,10,4
deink,0.67,10,5
melee,1.5,7,3
jinni,0.67,12,3
jiggy,0.25,17,4
cided,0.67,9,4
noust,0.67,5,5
noons,0.67,5,3
ramsh,0.25,10,5
